erronea,corregida
- Bien. ¿Quien es?,- Bien. ¿Quién es?
Ez zu dezfacatez.,Es su desfachatez.
unos amigos de mi tío era antiguos,unos amigos de mi tío eran antiguos
"""Mexiso es pais de aleqria tragisa.","""México es un país de aleqría trágica."
tres pájaros de la casa estaba cerrados,tres pájaros de la casa estaban cerrados
Iz your milk clogged?,Is your milk clogged?
varios niños que estaban ahí tiene dueño,varios niños que estaban ahí tienen dueño
unos perros que tenía fue pequeños,unos perros que tenía fueron pequeños
varias montañas que compré tiene precio,varias montañas que compré tienen precio
dos manzanas que llegaron fue azules,dos manzanas que llegaron fueron azules
Más bien es los gajes del oficio.,Más bien son los gajes del oficio.
unos jugadores del parque fue viejos,unos jugadores del parque fueron viejos
"De ezta manera, podremoz zalbaguardar una producción zana y biológica.","De esta manera, podremos salvaguardar una producción sana y biológica."
"La gente, era nesesarias solo para su sonveniensia.","La gente, eran necesarias solo para su conveniencia."
Pero conocí a hombre que cambió mi vida.,Pero conocí a un hombre que cambió mi vida.
"- Dissulpe, señor.","- Disculpe, señor."
esos libros que tenía tiene hambre,esos libros que tenía tienen hambre
las flores que llegaron estaba mojados,las flores que llegaron estaban mojados
unos pájaros de la casa era antiguos,unos pájaros de la casa eran antiguos
Ézte ez mi apartamento.,Éste es mi apartamento.
"Loz objetiboz, el equipo.","Los objetivos, el equipo."
muchas camisas que encontramos estaba mojados,muchas camisas que encontramos estaban mojados
"¡Te advierto, Marge pobre niña tiene en la mira a tu servidor!","¡Te advierto, Marge la pobre niña tiene en la mira a tu servidor!"
"Desde ese momento, precio del oro comenzó a subir.","Desde ese momento, el precio del oro comenzó a subir."
estos hermanos que había ahí estaba mojados,estos hermanos que había ahí estaban mojados
estas vecinas que llegaron fue azules,estas vecinas que llegaron fueron azules
tres libros que estaban ahí es de madera,tres libros que estaban ahí son de madera
"Es mi trabajo.... ...ahora, usted debe entregarme el manussrito.","Es mi trabajo.... ...ahora, usted debe entregarme el manuscrito."
Sabes ke es verdad.,Sabes que es verdad.
varias flores que vi es importantes,varias flores que vi son importantes
varias estrellas que vi estaba sucios,varias estrellas que vi estaban sucios
muchos juguetes que encontramos tiene dueño,muchos juguetes que encontramos tienen dueño
-¿Papá eztá enojado conmigo?,-¿Papá está enojado conmigo?
puso sus cosas en la carreta de un campesino... la echaron como a una p...,Pusieron sus cosas en la carreta de un campesino... la echaron como a una p...
Felisia no tuvo efestos en tierra.,Felicia no tuvo efectos en tierra.
"Vale, ora de acoztarte cariño.","Vale, hora de acostarte cariño."
"¿ Y zi juzgamoz mal, incluzo cuando zabemoz de eco que debe zer lo correcto?","¿ Y si juzgamos mal, incluso cuando sabemos de hecho que debe ser lo correcto?"
"¡Por favor, papa! ¡No dejes ke me baya!","¡Por favor, papá! ¡No dejes que me vaya!"
Eso fue rapido.,Eso fue rápido.
"Lo ez, ez eztupendo.","Lo es, es estupendo."
La señorita Ennis dijo ke keria agua.,La señorita Ennis dijo que quería agua.
"- Cuando llega ola, rema.","- Cuando llega la ola, rema."
varios juguetes que me diste estaba rotos,varios juguetes que me diste estaban rotos
muchas plantas que encontramos era enormes,muchas plantas que encontramos eran enormes
dos libros que compré es de madera,dos libros que compré son de madera
unas flores que me diste estaba sucios,unas flores que me diste estaban sucios
tres flores que había ahí fue azules,tres flores que había ahí fueron azules
unos perros que encontramos tiene nombre,unos perros que encontramos tienen nombre
"Annaz, erez amigo y gran zabio","Annas, eres amigo y gran sabio"
Contigo todo tiene ke ser perfesto.,Contigo todo tiene que ser perfecto.
Yo pago tragos.,Yo pago los tragos.
"Se ke, por eso Queria hablar sontigo.","Se que, por eso Queria hablar contigo."
"Solo si yo kisiera ke lo hisieras, Sr. Martin.","Sólo si yo quisiera que lo hicieras, Sr. Martin."
Este serdo sree ke puede seguir el ritmo de mi?,Este cerdo cree que puede seguir el ritmo de mi?
esos pájaros que compré estaba rotos,esos pájaros que compré estaban rotos
"Fue también nominado, en una ocazión, como el Futbolizta africano del año.","Fue también nominado, en una ocasión, como el Futbolista africano del año."
unas nubes que vi era rápidos,unas nubes que vi eran rápidos
En total fueron detenidaz y acuzadaz de delito 479 perzonaz.,En total fueron detenidas y acusadas de delito 479 personas.
esas plantas que tenía estaba rotos,esas plantas que tenía estaban rotos
(todoz cantan en japonéz),(todos cantan en japonés)
Cada vistima fue asesinada en el suarto dia del mes.,Cada víctima fue asesinada en el cuarto día del mes.
Es la fuerza de la sostumbre.,Es la fuerza de la costumbre.
Es un pedido espesial Departamento de Estado.,Es un pedido especial del Departamento de Estado.
Estaba sansado.,Estaba cansado.
muchas historias que compré es muy útiles,muchas historias que compré son muy útiles
Luan llamará a Holanda para pedir informe.,Luan llamará a Holanda para pedir un informe.
varios autos que vimos ayer tiene dueño,varios autos que vimos ayer tienen dueño
Mejor regreza a la cama.,Mejor regresa a la cama.
dos juguetes de la casa es de madera,dos juguetes de la casa son de madera
ellos que me diste era buenos,ellos que me diste eran buenos
¿Es todo lo ke hisiste?,¿Es todo lo que hiciste?
Es primer individuo ideal que hemos tenido.,Es el primer individuo ideal que hemos tenido.
"Y suando este realizado, Bob.. ...revisa las ametrayadoras.","Y cuando este realizado, Bob.. ...revisa las ametralladoras."
esos pájaros que compré estaba mojados,esos pájaros que compré estaban mojados
esas manzanas que me diste estaba listos,esas manzanas que me diste estaban listos
las ventanas que llegaron era antiguos,las ventanas que llegaron eran antiguos
ellas tiene nombre,ellas tienen nombre
varias estrellas que estaban ahí tiene hambre,varias estrellas que estaban ahí tienen hambre
Tengo un amigo ke tiene un bote aguardando aya.,Tengo un amigo que tiene un bote aguardando allá.
ellos de mi tío fue azules,ellos de mi tío fueron azules
ellas que vi fue nuevos,ellas que vi fueron nuevos
"Y, he aki ke la espada se movio en mi mano.","Y, he aquí que la espada se movió en mi mano."
ellos que estaban ahí estaba rotos,ellos que estaban ahí estaban rotos
Esto es lo que puedo decir tal como está las cosas.,Esto es lo que puedo decir tal como están las cosas.
"Sí, zí, correcto.","Sí, sí, correcto."
Los campos marcados con * es obligatorios.,Los campos marcados con * son obligatorios.
Cientoz de mizilez ze an lanzado dezde Cabo Cañaberal.,Cientos de misiles se han lanzado desde Cabo Cañaveral.
¿Ves numero?,¿Ves el número?
Todabía incluzo me no cazan.,Todavía incluso me no casan.
Vine aquí con amiga.,Vine aquí con una amiga.
Código poztal: 70711-900,Código postal: 70711-900
ellas que compré fue nuevos,ellas que compré fueron nuevos
"Entonses, ha terminado.","Entonces, ha terminado."
"Sí, emoz eztado por todaz partez.","Sí, hemos estado por todas partes."
¡Quiero decir arciboz!,¡Quiero decir archivos!
ellas que compré era antiguos,ellas que compré eran antiguos
Sé que fue los Mayas los que incendiaron tu almacén el mes pasado.,Sé que fueron los Mayas los que incendiaron tu almacén el mes pasado.
Y tubimoz que dejarle ir.,Y tuvimos que dejarle ir.
esas estrellas del parque estaba mojados,esas estrellas del parque estaban mojados
¿Siguez biajando tanto?,¿Sigues viajando tanto?
Asi ke yame a otra estasion.,Así que llame a otra estación.
unas nubes que vi tiene precio,unas nubes que vi tienen precio
estos cuadros que me diste era rápidos,estos cuadros que me diste eran rápidos
Essudo de samuflaje desastivado.,Escudo de camuflaje desactivado.
"No, no tienes ke bussar a mas personas para jugar.","No, no tienes que buscar a mas personas para jugar."
No me sompadezso.,No me compadezco.
Una slaridad de dos pies entre sus pies y esta vista.,Una claridad de dos pies entre sus pies y esta vista.
Conosimientos e informasion,Conocimientos e información
las montañas de la casa fue muy grandes,las montañas de la casa fueron muy grandes
"Lo que no te daz cuenta, Lola, ez que ézte tampoco ez mi mundo.","Lo que no te das cuenta, Lola, es que éste tampoco es mi mundo."
"Y, póngalos en cuenta de Barbie y Dane Cook.","Y, póngalos en la cuenta de Barbie y Dane Cook."
tres zapatos de mi tío tiene nombre,tres zapatos de mi tío tienen nombre
las flores que me diste es de mi hermano,las flores que me diste son de mi hermano
"Sí. ¿Sabez algo, ijo?","Sí. ¿Sabes algo, hijo?"
"De todaz formaz, no eztoy mirando muco el futuro en ezte momento.","De todas formas, no estoy mirando mucho el futuro en este momento."
varios pájaros que vimos ayer fue míos,varios pájaros que vimos ayer fueron míos
varios perros que vimos ayer tiene nombre,varios perros que vimos ayer tienen nombre
Clausura periodo de sesiones,Clausura del período de sesiones
"Si alguna vez vienes por aki, tengo un restaurante, ""Monaso"".","Si alguna vez vienes por aquí, tengo un restaurante, ""Monaco""."
Que ezto no ez todo.,Que esto no es todo.
unas sillas que estaban ahí era rápidos,unas sillas que estaban ahí eran rápidos
"- Dissulpe, ¿a ke juez se refiere?","- Disculpe, ¿a qué juez se refiere?"
Ha sido mi abuela kien lo ha invitado.,Ha sido mi abuela quien lo ha invitado.
estas estrellas que había ahí era enormes,estas estrellas que había ahí eran enormes
Comprenda uzted...,Comprenda usted...
"Historisamente estaba solosada dentro de su propio orden, Lysoperdales.","Históricamente estaba colocada dentro de su propio orden, Lycoperdales."
muchos chicos fue azules,muchos chicos fueron azules
dos niños que me diste estaba mojados,dos niños que me diste estaban mojados
dos flores que compré fue míos,dos flores que compré fueron míos
las puertas de la casa es muy útiles,las puertas de la casa son muy útiles
unas chicas que estaban ahí es de madera,unas chicas que estaban ahí son de madera
dos perros era rápidos,dos perros eran rápidos
esas canciones que me diste era buenos,esas canciones que me diste eran buenos
Laz mujerez aman a loz padrez zolteroz.,Las mujeres aman a los padres solteros.
ellas que vi estaba listos,ellas que vi estaban listos
Vete a caza y dezcanza.,Vete a casa y descansa.
"Cuando pruebas y difisultades yegaron, Dios me permitiÃ³ orar por eyo.","Cuando las pruebas y dificultades llegaron, Dios me permitiÃ³ orar por ello."
Ebacúen eza zección o zu nabe zerá comprometida.,Evacúen esa sección o su nave será comprometida.
Sigue aumentando el precio de zu cacería de monztruoz.,Sigue aumentando el precio de su cacería de monstruos.
¿Hay alguien en caza?,¿Hay alguien en casa?
- Me alegra berte.,- Me alegra verte.
"Detectibe, creo que la zeñorita Cooper tubo zuficiente por oy.","Detective, creo que la señorita Cooper tuvo suficiente por hoy."
- No agaz ezto.,- No hagas esto.
dos zapatos que tenía era rápidos,dos zapatos que tenía eran rápidos
varias canciones del parque es importantes,varias canciones del parque son importantes
estos niños que había ahí estaba mojados,estos niños que había ahí estaban mojados
somo sompañero de sampaña?,como compañero de campaña?
Amboz necezitábamoz relajarnoz un poco.,Ambos necesitábamos relajarnos un poco.
¡Él me ba a matar!,¡Él me va a matar!
ellas que tenía tiene precio,ellas que tenía tienen precio
está sacando a los estudiantes a medianoche.,Están sacando a los estudiantes a medianoche.
muchos gatos que estaban ahí estaba rotos,muchos gatos que estaban ahí estaban rotos
estos jugadores tiene dueño,estos jugadores tienen dueño
"Ésa es tu samioneta, ¿no?","Ésa es tu camioneta, ¿no?"
Y ezo me pone a mi e Ian en la mizma meza que Owen.,Y eso me pone a mi e Ian en la misma mesa que Owen.
"Qué nobia tan guapa, eztoy zeguro de que zeráz feliz. Adióz.","Qué novia tan guapa, estoy seguro de que serás feliz. Adiós."
Tu prima Wilkie fue azezinada en tu apartamento.,Tu prima Wilkie fue asesinada en tu apartamento.
Los doctores dijo que ella no podía tener el bebé.,Los doctores dijeron que ella no podía tener el bebé.
ellas de la casa estaba listos,ellas de la casa estaban listos
estos niños del parque estaba mojados,estos niños del parque estaban mojados
"Claro, a llegado mañana de permizo.","Claro, ha llegado mañana de permiso."
"De berdad, no tendráz que bolber a acerlo.","De verdad, no tendrás que volver a hacerlo."
¿Pero mujeres son todas así?,¿Pero las mujeres son todas así?
los gatos que llegaron era enormes,los gatos que llegaron eran enormes
los perros que encontramos era divertidos,los perros que encontramos eran divertidos
varios autos que encontramos es muy útiles,varios autos que encontramos son muy útiles
b Eztimación parcial.,b Estimación parcial.
"es justo unoNde elementos del poderNke usted odia tanto, matthew.","es justo unoNde los elementos del poderNque usted odia tanto, matthew."
# Sus garras es una causa de preocupación,# Sus garras son una causa de preocupación
Vamos a necesitar todos nombres de tus amigos.,Vamos a necesitar todos los nombres de tus amigos.
dos niñas es de madera,dos niñas son de madera
unas mesas que había ahí es de madera,unas mesas que había ahí son de madera
La utilise para resoger mi tisket del espestasulo de anoshe.,La utilicé para recoger mi ticket del espectáculo de anoche.
estas camisas que había ahí fue caros,estas camisas que había ahí fueron caros
ellas que tenía tiene dueño,ellas que tenía tienen dueño
varias vecinas que vimos ayer fue muy grandes,varias vecinas que vimos ayer fueron muy grandes
"Tenga suidado, esta por saer.","Tenga cuidado, está por caer."
No deberia haberme comido todo cubo de palomitas.,No deberia haberme comido todo el cubo de palomitas.
ellas que vimos ayer es muy útiles,ellas que vimos ayer son muy útiles
varios hermanos que vimos ayer estaba listos,varios hermanos que vimos ayer estaban listos
"Graciaz, Jamie.","Gracias, Jamie."
ellos que estaban ahí era enormes,ellos que estaban ahí eran enormes
"- Reilly, un intubador. ¿Me az oído?","- Reilly, un intubador. ¿Me has oído?"
"- Adióz, zeñor Prezidente.","- Adiós, señor Presidente."
varios chicos que había ahí tiene hambre,varios chicos que había ahí tienen hambre
- Yo ya lo hise otra vez.,- Yo ya lo hice otra vez.
"Hasta ese punto, sonfiaba en el.","Hasta ese punto, confiaba en él."
